Order ID,Date,Category,Qty,Amount
407-7951404-2086757,2022-04-27,Set,1,626
408-6852591-2718759,2022-04-27,Top,1,540
171-8747304-7382722,2022-04-27,Western Dress,1,744
171-8494871-6353913,2022-04-27,Western Dress,1,744
404-0107984-9215562,2022-04-27,kurta,1,442
408-4434839-4001929,2022-04-27,kurta,1,376
408-4598863-7028306,2022-04-27,kurta,1,442
404-1517981-9451563,2022-04-27,Set,1,1186
402-4179556-4463506,2022-04-27,kurta,1,399
405-7271273-4365105,2022-04-27,kurta,1,725
406-2722421-9647510,2022-04-27,kurta,1,399
171-4751815-6426722,2022-04-27,kurta,1,568
171-4004708-1565135,2022-04-27,Set,1,824
403-5808165-1933914,2022-04-27,Western Dress,1,699
402-5876901-8713956,2022-04-27,Set,1,715
171-2430732-6680364,2022-04-27,Set,1,852
402-2961008-5620318,2022-04-27,kurta,1,429
407-7862275-1084368,2022-04-27,Set,1,563
404-7521243-9526756,2022-04-27,kurta,1,517
408-7385606-2766742,2022-04-27,Set,1,1399
405-5487177-6768301,2022-04-27,Set,1,626
402-2384479-6653948,2022-04-27,Set,1,759
407-3715150-3952343,2022-04-27,Set,1,597
406-3221488-3999523,2022-04-27,kurta,1,329
402-1725788-0282743,2022-04-27,Set,1,597
406-7604733-1878751,2022-04-27,Top,1,493
404-2575128-6494724,2022-04-27,kurta,1,487
403-8325979-2165935,2022-04-27,Set,1,636
406-8084472-9435560,2022-04-27,kurta,1,568
404-8757294-2313109,2022-04-27,kurta,1,399
171-0432143-6775541,2022-04-27,Set,1,759
407-4247865-7943527,2022-04-27,Bottom,1,284
403-9299560-7157959,2022-04-27,Set,1,534
402-5560458-9465129,2022-04-27,Western Dress,1,859
402-5900566-7617922,2022-04-27,Western Dress,1,999
402-5900566-7617922,2022-04-27,Western Dress,1,999
406-0767485-9263531,2022-04-27,Western Dress,1,665
402-1554701-4762760,2022-04-27,Set,1,613
408-0799847-4861108,2022-04-27,kurta,1,568
406-0250347-3732319,2022-04-27,Set,1,1238
171-2132421-9669116,2022-04-27,kurta,1,442
405-3645383-3318733,2022-04-27,Set,1,666
407-6278420-9963539,2022-04-27,Set,1,597
407-7678762-7113906,2022-04-27,kurta,1,376
406-8941409-3420345,2022-04-27,kurta,1,280
407-2775169-9387536,2022-04-27,kurta,1,499
403-9362315-3987531,2022-04-27,Western Dress,1,825
408-7490422-7606714,2022-04-27,kurta,1,499
404-9620598-8030741,2022-04-27,kurta,1,568
404-9620598-8030741,2022-04-27,Set,1,654
403-6203735-5046726,2022-04-27,Western Dress,1,744
403-3345367-2945132,2022-04-27,kurta,1,399
403-3345367-2945132,2022-04-27,kurta,1,399
406-4141336-2485131,2022-04-27,Set,1,699
171-6344657-3217936,2022-04-27,kurta,1,249
171-6344657-3217936,2022-04-27,kurta,1,295
171-6344657-3217936,2022-04-27,kurta,1,342
171-6344657-3217936,2022-04-27,kurta,1,295
407-3541568-1083529,2022-04-27,kurta,1,406
408-5301100-8168329,2022-04-27,kurta,1,295
402-5382246-6623543,2022-04-27,kurta,1,517
403-8278715-8404363,2022-04-27,Set,1,654
402-6020196-3437120,2022-04-27,Set,1,1281
403-9222648-3305914,2022-04-27,Bottom,1,360
407-9700732-6027567,2022-04-27,kurta,1,368
408-0752305-9541159,2022-04-27,Top,1,493
408-0752305-9541159,2022-04-27,Top,1,518
403-8701460-8291536,2022-04-27,Set,1,654
402-3958025-4591541,2022-04-27,kurta,1,487
402-5679902-8440317,2022-04-27,Top,1,523
408-1420699-5945168,2022-04-27,Top,1,574
405-9102007-5688330,2022-04-27,Set,1,632
405-9700262-7771514,2022-04-27,Set,1,715
406-1212790-7827565,2022-04-27,Western Dress,1,807
406-7933758-8941910,2022-04-27,Set,1,680
408-6635516-2361136,2022-04-27,kurta,1,487
408-3314495-6121932,2022-04-27,kurta,1,487
171-2921907-3948350,2022-04-27,kurta,1,399
407-3826854-7025104,2022-04-27,Western Dress,1,725
404-1465728-1683519,2022-04-27,Western Dress,1,744
404-4244334-0867550,2022-04-27,Set,1,597
408-2008947-6609127,2022-04-27,kurta,1,725
407-0073534-1582750,2022-04-27,kurta,1,549
171-1192913-3571535,2022-04-27,kurta,1,399
402-2650494-4141926,2022-04-27,Western Dress,1,744
402-2650494-4141926,2022-04-27,Western Dress,1,885
405-2383052-5705140,2022-04-27,Set,1,1204
404-9984021-6534708,2022-04-27,Top,1,518
406-7484262-5653912,2022-04-27,kurta,1,435
408-5623004-6042722,2022-04-27,Set,1,1033
404-6961914-0829908,2022-04-27,Set,1,626
403-3929915-8709152,2022-04-27,kurta,1,487
407-4990073-3186721,2022-04-27,Set,1,1186
405-5485616-5052346,2022-04-27,Set,1,612
408-0187324-2986712,2022-04-27,kurta,1,568
402-1026451-5759510,2022-04-27,Set,1,692
408-4331868-3855529,2022-04-27,Set,1,1115
404-5956522-9756362,2022-04-27,kurta,1,299
403-8731000-4204337,2022-04-27,Set,1,1213
403-5687831-6062721,2022-04-27,Western Dress,1,744
403-0954036-0947537,2022-04-27,Western Dress,1,744
402-8759053-1780306,2022-04-27,kurta,1,487
404-0662093-9557140,2022-04-27,Western Dress,1,744
404-0662093-9557140,2022-04-27,Western Dress,1,744
404-9888780-8068355,2022-04-27,Set,1,1115
171-3034645-6497152,2022-04-27,kurta,1,517
402-5032060-8208358,2022-04-27,Set,1,499
406-1013299-4165113,2022-04-27,Set,1,1186
406-1013299-4165113,2022-04-27,Set,1,692
407-5936770-0231530,2022-04-27,kurta,1,517
404-9285674-8349165,2022-04-27,Western Dress,1,744
406-5919564-7339529,2022-04-27,kurta,1,342
406-5919564-7339529,2022-04-27,kurta,1,352
171-4345519-3793169,2022-04-27,Set,1,612
403-4681982-4428359,2022-04-27,Western Dress,1,625
406-9583003-2797148,2022-04-27,Top,1,399
407-0252141-8073951,2022-04-27,Set,1,1092
407-5348640-4881122,2022-04-27,Set,1,1186
403-2224176-7250743,2022-04-27,kurta,1,399
407-2033544-3390760,2022-04-27,Set,1,939
406-5381130-0800304,2022-04-27,kurta,1,499
404-0043972-3085150,2022-04-27,kurta,1,459
407-0225323-4729123,2022-04-27,Set,1,725
403-1822042-7001969,2022-04-27,Western Dress,1,665
171-1831298-0966719,2022-04-27,kurta,1,375
171-1831298-0966719,2022-04-27,Set,1,1092
171-1831298-0966719,2022-04-27,Set,1,571
403-2185404-2336307,2022-04-27,kurta,1,459
403-8824984-7086700,2022-04-27,kurta,1,517
403-1078580-4817145,2022-04-27,Set,1,654
407-1009495-0829907,2022-04-27,Set,1,824
406-1777144-9705906,2022-04-27,kurta,1,459
403-0842292-6462719,2022-04-27,Set,1,597
171-6549821-3727534,2022-04-27,Top,1,839
402-7551402-0064368,2022-04-27,kurta,1,368
402-7551402-0064368,2022-04-27,kurta,1,399
407-8801117-6184302,2022-04-27,kurta,1,458
407-4823803-4018765,2022-04-27,kurta,1,399
408-4545334-7198702,2022-04-27,Set,1,597
408-4545334-7198702,2022-04-27,Set,1,636
403-7738448-8729936,2022-04-27,Set,1,599
403-2881657-1567539,2022-04-27,kurta,1,342
171-7026969-1955542,2022-04-27,Set,1,771
407-5455938-1827521,2022-04-27,Set,1,597
407-4059940-2093101,2022-04-27,Top,1,599
405-0972261-0557136,2022-04-27,Blouse,1,665
403-3081937-2441957,2022-04-27,kurta,1,458
403-2354658-1433941,2022-04-27,kurta,1,295
405-7400000-1326725,2022-04-27,kurta,1,399
402-9762685-1705934,2022-04-27,Set,1,969
408-0752231-2937957,2022-04-27,kurta,1,376
406-1886682-4529904,2022-04-27,Top,1,599
404-4294889-5122764,2022-04-27,kurta,1,459
402-6899015-5880305,2022-04-27,Western Dress,1,725
402-0504618-6672305,2022-04-27,Western Dress,1,744
406-5073411-7212363,2022-04-27,kurta,1,517
407-9237037-8353956,2022-04-27,Set,1,1388
406-0965162-1101169,2022-04-27,Western Dress,1,744
406-0965162-1101169,2022-04-27,Western Dress,1,744
406-0050007-4068349,2022-04-27,kurta,1,362
404-7885715-9885913,2022-04-27,Set,1,563
407-6172056-1253937,2022-04-27,kurta,1,399
404-8541183-2625124,2022-04-27,Set,1,612
402-3456621-7581969,2022-04-27,kurta,1,399
408-6340880-6094707,2022-04-27,Set,1,888
407-1964800-1205901,2022-04-27,kurta,1,499
404-8350077-5573121,2022-04-27,Set,1,631
405-2261920-9669157,2022-04-27,Set,1,852
408-6560852-1623540,2022-04-27,Western Dress,1,791
405-1988429-8615553,2022-04-27,Set,1,1260
402-7502663-3321144,2022-04-27,Top,1,329
406-2867301-8923523,2022-04-27,Set,1,1463
402-7468661-8112355,2022-04-27,Set,1,759
405-7103241-0967559,2022-04-27,Set,1,597
403-2236919-7921165,2022-04-27,kurta,1,458
403-2236919-7921165,2022-04-27,Set,1,478
405-4362927-6993104,2022-04-27,Western Dress,1,744
408-5215808-0284337,2022-04-27,Western Dress,1,744
404-5444756-9738734,2022-04-27,Set,1,968
406-3302384-2287537,2022-04-27,Western Dress,1,625
405-4594302-1006762,2022-04-27,Set,1,824
407-1921580-2429119,2022-04-27,Top,1,518
407-1258667-4915533,2022-04-27,kurta,1,568
403-9596092-3787501,2022-04-27,Set,1,939
406-7862428-6072302,2022-04-27,Set,1,1099
406-7862428-6072302,2022-04-27,Set,1,1099
403-2611847-3226745,2022-04-27,Set,1,1115
407-6902250-0024315,2022-04-27,Set,1,654
406-6719863-5017102,2022-04-27,Set,1,1163
171-4741572-2834757,2022-04-27,Set,1,597
405-3159293-7011531,2022-04-27,Western Dress,1,771
403-5400708-7343546,2022-04-27,kurta,1,399
171-1463122-2822732,2022-04-27,Western Dress,1,665
407-3837361-2380356,2022-04-27,Set,1,626
406-4781734-9969902,2022-04-27,kurta,1,495
402-4216679-8410715,2022-04-27,kurta,1,517
407-2711435-1038700,2022-04-27,kurta,1,458
404-7467019-7889168,2022-04-27,Set,1,1163
407-1186822-7366747,2022-04-27,kurta,1,291
408-7824755-0328369,2022-04-27,kurta,1,459
171-8138253-4060329,2022-04-27,Set,1,597
405-7621576-9237907,2022-04-27,Set,1,1556
403-0879173-8566705,2022-04-27,Set,1,563
403-3306872-4608369,2022-04-27,Set,1,999
403-4818789-8699529,2022-04-27,Set,1,792
171-1329115-8901127,2022-04-27,kurta,1,399
171-6502160-0706734,2022-04-27,Set,1,969
404-7652396-4819546,2022-04-27,Top,1,599
408-8093666-2245966,2022-04-27,kurta,1,459
402-6035861-6647528,2022-04-27,Top,1,463
408-0905747-4765912,2022-04-27,Set,1,654
171-7183489-4570757,2022-04-27,kurta,1,568
403-7919404-8709921,2022-04-27,kurta,1,517
402-3452672-6325958,2022-04-27,Top,1,387
403-8857577-2836363,2022-04-27,kurta,1,459
406-4734155-5736312,2022-04-27,kurta,1,459
408-5321252-2745128,2022-04-27,kurta,1,399
404-6348225-0099538,2022-04-27,Set,1,1186
404-6348225-0099538,2022-04-27,Set,1,835
404-4925457-9947535,2022-04-27,Western Dress,1,807
402-9154602-8935558,2022-04-27,Set,1,599
406-4559503-6289167,2022-04-27,Saree,1,899
405-1573807-9432352,2022-04-27,kurta,1,459
404-4839939-0293940,2022-04-27,kurta,1,487
406-5169685-7521908,2022-04-27,Set,1,1399
406-3835821-6225158,2022-04-27,Set,1,759
403-1043882-1951564,2022-04-27,kurta,1,568
402-2789607-2289123,2022-04-27,Set,1,597
406-3134410-7182756,2022-04-27,Western Dress,1,690
407-9050249-4037951,2022-04-27,Set,1,654
405-6945481-1672301,2022-04-27,kurta,1,568
407-3315777-9588326,2022-04-27,Set,1,654
171-9872460-1279528,2022-04-27,Set,1,692
407-7472271-1271530,2022-04-27,Set,1,631
407-9670919-0202713,2022-04-27,Set,1,1115
407-9670919-0202713,2022-04-27,kurta,1,458
407-9670919-0202713,2022-04-27,Set,1,597
407-9670919-0202713,2022-04-27,Set,1,1388
405-0239545-0239535,2022-04-27,kurta,1,517
408-5361576-4423505,2022-04-27,kurta,1,517
403-7675083-8489924,2022-04-27,kurta,1,362
404-3068174-4109919,2022-04-27,kurta,1,399
403-1477708-7915513,2022-04-27,Set,1,567
403-8536508-1329149,2022-04-27,kurta,1,363
406-2084284-7123558,2022-04-27,Set,1,790
171-7798394-3929956,2022-04-27,kurta,1,517
407-3596269-9449965,2022-04-27,kurta,1,459
403-4747511-9038752,2022-04-27,Western Dress,1,744
407-6326978-3124366,2022-04-27,kurta,1,399
407-6326978-3124366,2022-04-27,Set,1,1186
407-6816354-1727540,2022-04-27,Western Dress,1,725
171-5976824-0743515,2022-04-27,Set,1,597
404-1974243-3546733,2022-04-27,kurta,1,487
403-4367310-5116329,2022-04-27,Set,1,599
402-2502109-8716369,2022-04-27,kurta,1,424
171-8207146-5751547,2022-04-27,Western Dress,1,744
406-7050694-2861150,2022-04-27,Western Dress,1,725
406-3568103-0302767,2022-04-27,Western Dress,1,885
406-8780265-8308369,2022-04-27,Set,1,626
405-2643932-9980356,2022-04-27,Set,1,613
407-9068577-8025957,2022-04-27,Set,1,1399
171-4686484-3631564,2022-04-27,Set,1,626
405-5531165-8470751,2022-04-27,Set,1,1338
405-1239665-3093917,2022-04-27,Set,1,1099
403-5500574-6779500,2022-04-27,Top,1,574
404-0145904-8103558,2022-04-27,Set,1,597
406-5434558-7492369,2022-04-27,Set,1,881
403-7913910-1289157,2022-04-27,kurta,1,455
402-7343194-1365965,2022-04-27,kurta,1,376
405-7460847-2251504,2022-04-27,kurta,1,533
408-9553867-3715507,2022-04-27,Set,1,680
403-8757184-2265963,2022-04-27,kurta,1,432
403-7347286-5789967,2022-04-27,kurta,1,399
406-7440304-1743531,2022-04-27,kurta,1,362
406-1328313-9239546,2022-04-27,Set,1,631
406-6801952-9116357,2022-04-27,Set,1,968
405-0823572-6554727,2022-04-27,kurta,1,517
407-9739432-1926731,2022-04-27,Western Dress,1,744
404-7877186-9349941,2022-04-27,Set,1,597
407-2307742-1874747,2022-04-27,kurta,1,458
408-3215121-8732321,2022-04-27,Set,1,636
405-8468998-3956340,2022-04-27,Set,1,599
406-5148133-6952322,2022-04-27,kurta,1,399
171-0007212-7125106,2022-04-27,Set,1,1092
171-3074826-5225968,2022-04-27,Western Dress,1,885
406-8430346-4413131,2022-04-27,Top,1,929
404-9435991-8621138,2022-04-27,Set,1,597
402-9136306-6832348,2022-04-27,kurta,1,517
404-8684678-1216326,2022-04-27,Set,1,1149
402-6985311-7317965,2022-04-27,kurta,1,399
404-1622467-5465927,2022-04-27,Set,1,967
402-0857305-4994733,2022-04-27,kurta,1,597
408-7045975-9437140,2022-04-27,Blouse,1,339
406-2078488-0086763,2022-04-27,kurta,1,368
405-5701128-9935523,2022-04-27,Western Dress,1,744
406-0871781-0973154,2022-04-27,Set,1,680
403-9312637-5385963,2022-04-27,kurta,1,487
403-9312637-5385963,2022-04-27,Set,1,499
403-9312637-5385963,2022-04-27,kurta,1,399
403-9312637-5385963,2022-04-27,kurta,1,458
404-5150224-2620341,2022-04-27,kurta,1,363
405-2658277-9620324,2022-04-27,kurta,1,499
402-8176492-7009948,2022-04-27,kurta,1,399
171-9988785-0180310,2022-04-27,kurta,1,499
407-6828551-2274745,2022-04-27,kurta,1,368
403-2183983-0597102,2022-04-27,Set,1,582
408-2699855-8685164,2022-04-27,kurta,1,568
408-3251205-7585936,2022-04-27,Western Dress,1,625
408-3251205-7585936,2022-04-27,Top,1,540
171-9816474-1585942,2022-04-27,Set,1,478
171-8833128-0245917,2022-04-27,Set,1,654
403-1112469-2562766,2022-04-27,Set,1,1463
403-8212220-9702709,2022-04-27,Set,1,939
171-4589374-5638767,2022-04-27,Set,1,654
405-2456861-8630762,2022-04-27,kurta,1,487
171-0711052-8197911,2022-04-27,kurta,1,517
406-4255033-3126745,2022-04-27,kurta,1,517
406-4255033-3126745,2022-04-27,kurta,1,517
405-3250963-6891545,2022-04-27,kurta,1,399
171-1591402-5519549,2022-04-27,Set,1,654
405-2773413-1611559,2022-04-27,Set,1,575
408-2178720-6218731,2022-04-27,Set,1,662
407-0272216-4448331,2022-04-27,Set,1,666
402-1147313-2137163,2022-04-27,kurta,1,376
407-7083498-5045901,2022-04-27,kurta,1,487
408-3486427-9121968,2022-04-27,kurta,1,487
403-9269415-3193967,2022-04-27,kurta,1,399
403-7502572-1081947,2022-04-27,kurta,1,353
403-7502572-1081947,2022-04-27,kurta,1,363
404-2085597-8113951,2022-04-27,Western Dress,1,744
406-0391888-3495511,2022-04-27,Set,1,599
408-7001719-5958766,2022-04-27,Set,1,612
402-6115790-1037907,2022-04-27,Set,1,597
402-6115790-1037907,2022-04-27,Set,1,597
407-8322366-0858740,2022-04-27,kurta,1,259
408-1152430-1512328,2022-04-27,kurta,1,295
405-8267810-0909904,2022-04-27,kurta,1,399
406-0443345-9935566,2022-04-27,kurta,1,499
405-5153943-4920342,2022-04-27,Top,1,540
406-0659763-0069149,2022-04-27,kurta,1,517
407-3621827-5254764,2022-04-27,Set,1,835
407-2340255-6732349,2022-04-27,Top,1,518
403-8723457-4971528,2022-04-27,kurta,1,342
403-8723457-4971528,2022-04-27,kurta,1,329
404-2489117-3223555,2022-04-27,kurta,1,342
406-6942334-7471561,2022-04-27,kurta,1,363
171-8525748-8635552,2022-04-27,kurta,1,459
405-2883476-2197147,2022-04-27,Set,1,1173
407-7734703-5504311,2022-04-27,kurta,1,399
171-0891041-5753916,2022-04-27,Set,1,613
407-9037982-2598765,2022-04-27,Set,1,888
407-6158790-7539543,2022-04-27,kurta,1,696
171-9586946-5769119,2022-04-27,Top,1,391
171-0495998-4051548,2022-04-27,Top,1,518
408-6247371-8306745,2022-04-27,Western Dress,1,744
404-2068503-0153963,2022-04-27,Blouse,1,460
407-4783824-3179548,2022-04-27,Western Dress,1,791
406-9180298-3381157,2022-04-27,Set,1,635
408-6772792-7250708,2022-04-27,Set,1,1126
403-6929253-3929930,2022-04-27,Top,1,423
404-6367912-0362764,2022-04-27,kurta,1,459
171-8359265-3953967,2022-04-27,Western Dress,1,744
406-2565113-4333123,2022-04-27,Top,1,309
407-7872918-1032320,2022-04-27,kurta,1,442
404-4939082-7605967,2022-04-26,kurta,1,259
408-0738760-2186709,2022-04-26,Set,1,886
171-2681967-7344344,2022-04-26,kurta,1,499
171-3394366-9937923,2022-04-26,kurta,1,353
403-0848665-3657905,2022-04-26,Set,1,631
171-5444996-0803561,2022-04-26,Set,1,1115
171-6290636-5885108,2022-04-26,Set,1,835
402-8103134-2975545,2022-04-26,kurta,1,459
407-1517765-4423528,2022-04-26,Set,1,545
407-1517765-4423528,2022-04-26,Set,1,499
171-8014810-0792332,2022-04-26,Set,1,635
404-7828365-9253921,2022-04-26,Western Dress,1,721
171-3518787-2091554,2022-04-26,Top,1,563
171-5422745-7337101,2022-04-26,Set,1,626
402-1111229-8054733,2022-04-26,kurta,1,376
402-1111229-8054733,2022-04-26,kurta,1,399
402-1111229-8054733,2022-04-26,kurta,1,459
402-1111229-8054733,2022-04-26,kurta,1,363
402-1111229-8054733,2022-04-26,Set,1,626
402-1111229-8054733,2022-04-26,kurta,1,295
402-1111229-8054733,2022-04-26,kurta,1,342
402-1111229-8054733,2022-04-26,kurta,1,316
403-3962912-3705915,2022-04-26,Set,1,597
405-5671677-5271533,2022-04-26,kurta,1,329
171-7595589-8793121,2022-04-26,Set,1,631
402-6689809-9725921,2022-04-26,Western Dress,1,885
407-8765481-4037109,2022-04-26,Set,1,1556
408-9674882-0037123,2022-04-26,kurta,1,376
403-0025177-0404350,2022-04-26,kurta,1,295
404-9137653-0480343,2022-04-26,Western Dress,1,744
403-4308865-5428340,2022-04-26,Set,1,824
403-5591524-7350702,2022-04-26,kurta,1,376
404-8160613-3576303,2022-04-26,kurta,1,399
405-8737894-3845956,2022-04-26,Set,1,999
403-2199648-6945956,2022-04-26,kurta,1,406
402-7014421-9933913,2022-04-26,Set,1,626
403-6577988-3569157,2022-04-26,kurta,1,329
406-9760963-0875508,2022-04-26,kurta,1,342
407-7774110-1271542,2022-04-26,kurta,1,399
408-8161906-9637904,2022-04-26,Set,1,856
405-1152878-3925941,2022-04-26,Set,1,737
405-2616017-8614737,2022-04-26,Western Dress,1,744
406-1321929-7607510,2022-04-26,Set,1,1099
404-5030167-9516335,2022-04-26,Set,1,1126
408-6369769-6566736,2022-04-26,Set,1,626
402-6603779-5883542,2022-04-26,Set,1,590
408-6449629-9567529,2022-04-26,Top,1,329
171-5638293-6288337,2022-04-26,kurta,1,353
406-1227967-8808305,2022-04-26,Western Dress,1,566
402-8854257-7847550,2022-04-26,kurta,1,295
406-1468529-6005941,2022-04-26,Western Dress,1,744
406-7614000-4954762,2022-04-26,kurta,1,771
407-6232107-3473119,2022-04-26,kurta,1,375
407-6232107-3473119,2022-04-26,kurta,1,259
408-2873927-4965105,2022-04-26,kurta,1,368
407-4878618-0733148,2022-04-26,Set,1,597
402-9250240-8223501,2022-04-26,Western Dress,1,744
402-9250240-8223501,2022-04-26,kurta,1,487
408-0015427-7931514,2022-04-26,Set,1,599
402-8785218-7985146,2022-04-26,kurta,1,518
402-8785218-7985146,2022-04-26,kurta,1,399
404-7784763-1623508,2022-04-26,Set,1,597
171-7200514-9364301,2022-04-26,kurta,1,475
171-7200514-9364301,2022-04-26,kurta,1,499
405-8511131-2119502,2022-04-26,Set,1,1299
171-1027584-1790721,2022-04-26,kurta,1,429
406-9871687-2604316,2022-04-26,Set,1,1126
406-7847690-9590700,2022-04-26,Top,1,329
406-0028206-9155569,2022-04-26,Western Dress,1,744
408-4753447-1732309,2022-04-26,Set,1,1338
403-3095791-8529129,2022-04-26,Set,1,548
408-3323509-2309138,2022-04-26,kurta,1,399
403-3702411-4086715,2022-04-26,kurta,1,399
402-0742446-5384354,2022-04-26,kurta,1,399
407-7472626-6746708,2022-04-26,Western Dress,1,690
403-0479502-4665961,2022-04-26,Set,1,1115
405-0959254-1657901,2022-04-26,Set,1,597
407-9296622-9195529,2022-04-26,Set,1,999
407-7934245-0100368,2022-04-26,kurta,1,495
171-6057281-8765125,2022-04-26,Set,1,788
405-6116164-6853144,2022-04-26,Western Dress,1,807
403-0160745-8234767,2022-04-26,kurta,1,376
408-3888699-8608358,2022-04-26,kurta,1,376
171-0932220-9581145,2022-04-26,kurta,1,295
404-1100832-7869957,2022-04-26,kurta,1,259
408-8875222-2562756,2022-04-26,kurta,1,432
408-8875222-2562756,2022-04-26,kurta,1,486
171-6831801-4433951,2022-04-26,kurta,1,329
406-7452375-5850719,2022-04-26,Set,1,563
403-3668941-5671564,2022-04-26,Set,1,654
404-9108517-6113135,2022-04-26,Set,1,654
404-9410867-4609167,2022-04-26,Set,1,599
171-5288883-5137129,2022-04-26,Western Dress,1,791
405-7275557-4713122,2022-04-26,Set,1,474
402-9212131-0226754,2022-04-26,kurta,1,249
402-9212131-0226754,2022-04-26,kurta,1,432
402-9212131-0226754,2022-04-26,kurta,1,362
407-6199785-2150743,2022-04-26,Set,1,1099
408-8238375-8190733,2022-04-26,Set,1,835
171-2552985-5680303,2022-04-26,kurta,1,517
407-9014878-0409963,2022-04-26,kurta,1,521
402-1005926-5634729,2022-04-26,kurta,1,399
407-7661326-5979553,2022-04-26,kurta,1,736
405-7703615-3393166,2022-04-26,kurta,1,435
407-3569816-2588338,2022-04-26,Western Dress,1,744
171-1497389-0950758,2022-04-26,Set,1,680
402-0549701-6833110,2022-04-26,Set,1,597
403-3911168-6656318,2022-04-26,Set,1,922
402-0743390-0222726,2022-04-26,Western Dress,1,721
408-3425727-6153954,2022-04-26,kurta,1,420
406-5138253-8085153,2022-04-26,Set,1,788
407-0729408-3197113,2022-04-26,kurta,1,399
406-8357423-0661918,2022-04-26,Set,1,549
408-2158492-2842704,2022-04-26,kurta,1,424
405-8553615-9277940,2022-04-26,Set,1,591
404-8430887-4295521,2022-04-26,Set,1,852
407-8388866-5036330,2022-04-26,kurta,1,549
406-9389753-3996365,2022-04-26,Set,1,999
402-1915984-9954757,2022-04-26,Set,1,582
171-5204365-4585147,2022-04-26,Set,1,653
405-6515266-1833934,2022-04-26,Set,1,1556
403-4236427-0796347,2022-04-26,Set,1,692
407-3731933-2865155,2022-04-26,kurta,1,399
405-6537674-1015554,2022-04-26,kurta,1,376
408-5070526-9358762,2022-04-26,kurta,1,295
405-5258553-3738750,2022-04-26,Set,1,635
407-3708814-7589961,2022-04-26,kurta,1,685
407-3708814-7589961,2022-04-26,Top,1,540
403-2537670-8843544,2022-04-26,kurta,1,283
171-4777910-3781159,2022-04-26,kurta,1,517
403-5550039-1079533,2022-04-26,kurta,1,362
405-4612293-4346704,2022-04-26,kurta,1,587
405-4612293-4346704,2022-04-26,Set,1,666
407-3696059-7374707,2022-04-26,Set,1,654
171-5104007-9041144,2022-04-26,kurta,1,363
406-2806199-3255536,2022-04-26,kurta,1,280
406-1410213-5154732,2022-04-26,Set,1,725
404-2456551-6125124,2022-04-26,Set,1,1099
171-5170733-7855514,2022-04-26,Set,1,582
403-8137343-5206760,2022-04-26,Set,1,801
171-2918708-7197155,2022-04-26,Western Dress,1,658
405-1938284-0644303,2022-04-26,Set,1,1126
407-3380164-1718704,2022-04-26,Set,1,597
406-0428193-7840349,2022-04-26,kurta,1,517
408-0473284-3290751,2022-04-26,kurta,1,459
171-4491726-4085168,2022-04-26,Western Dress,1,690
407-7380395-0205121,2022-04-26,kurta,1,376
171-6917516-6577936,2022-04-26,Western Dress,1,744
403-0949485-6828354,2022-04-26,kurta,1,459
408-7780624-3058742,2022-04-26,Set,1,1099
403-2159400-7227525,2022-04-26,Set,1,886
405-9676880-0277122,2022-04-26,kurta,1,318
171-2767130-3067568,2022-04-26,Top,1,434
171-5962286-5829167,2022-04-26,kurta,1,568
406-5898139-8553139,2022-04-26,Set,1,1399
405-8988614-9555529,2022-04-26,Set,1,969
407-8305274-1905967,2022-04-26,Set,1,680
407-4476329-7662734,2022-04-26,Set,1,599
407-9066042-2094719,2022-04-26,Top,1,434
405-2236327-3757925,2022-04-26,Set,1,680
406-8165256-0009921,2022-04-26,Set,1,1126
171-5149683-2385119,2022-04-26,Western Dress,1,744
402-1212914-1393964,2022-04-26,Set,1,560
406-6543494-4774752,2022-04-26,Set,1,751
171-3131411-7629139,2022-04-26,kurta,1,376
404-3510576-4372315,2022-04-26,kurta,1,459
171-2895048-5853905,2022-04-26,Top,1,574
171-2895048-5853905,2022-04-26,kurta,1,429
403-7830957-4518757,2022-04-26,Western Dress,1,690
406-2656422-2108325,2022-04-26,Top,1,309
171-0912279-4848361,2022-04-26,kurta,1,486
408-7172141-9559513,2022-04-26,kurta,1,474
404-4371659-4673159,2022-04-26,Western Dress,1,744
404-8990006-3785960,2022-04-26,kurta,1,517
403-8123810-5750750,2022-04-26,kurta,1,458
404-1458178-3026747,2022-04-26,kurta,1,579
406-7381766-5195518,2022-04-26,Set,1,833
407-4749168-6782729,2022-04-26,Set,1,680
408-6328846-8200307,2022-04-26,kurta,1,487
408-6328846-8200307,2022-04-26,kurta,1,487
403-2785319-0936350,2022-04-26,Set,1,833
404-8452647-5079502,2022-04-26,Western Dress,1,744
171-1287213-5108361,2022-04-26,Western Dress,1,744
403-4855840-0452350,2022-04-26,Set,1,631
407-7402589-4482720,2022-04-26,Western Dress,1,721
403-0280928-4129929,2022-04-26,kurta,1,399
403-0280928-4129929,2022-04-26,kurta,1,271
407-0713317-5737952,2022-04-26,kurta,1,446
407-9077735-7250707,2022-04-26,Bottom,1,518
407-3100084-5286735,2022-04-26,Set,1,1338
405-2619902-9426753,2022-04-26,kurta,1,475
405-2619902-9426753,2022-04-26,kurta,1,475
402-5656410-6556311,2022-04-26,Set,1,725
405-4175835-0413133,2022-04-26,Set,1,1281
171-6947336-2847524,2022-04-26,kurta,1,442
171-9946092-6261964,2022-04-26,kurta,2,752
403-4661283-3935532,2022-04-26,Set,1,635
